initial_alias,converted_alias,name,description,namespace
4478,MSN,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],ENTREZGENE_ACC
51507,RTF2,RTF2,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],ENTREZGENE_ACC
7020,TFAP2A,TFAP2A,transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742],ENTREZGENE_ACC
79772,MCTP1,MCTP1,multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183],ENTREZGENE_ACC
55897,MESP1,MESP1,mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658],ENTREZGENE_ACC
54808,DYM,DYM,dymeclin [Source:HGNC Symbol;Acc:HGNC:21317],ENTREZGENE_ACC
388272,C16orf87,C16orf87,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754],ENTREZGENE_ACC
440900,LINC01191,LINC01191,long intergenic non-protein coding RNA 1191 [Source:HGNC Symbol;Acc:HGNC:49595],ENTREZGENE_ACC
80333,KCNIP4,KCNIP4,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083],ENTREZGENE_ACC
2639,GCDH,GCDH,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189],ENTREZGENE_ACC
84128,WDR75,WDR75,WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725],ENTREZGENE_ACC
54906,TASOR2,TASOR2,transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484],ENTREZGENE_ACC
100507433,ZNF571-AS1,ZNF571-AS1,ZNF571 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44324],ENTREZGENE_ACC
115708,TRMT61A,TRMT61A,tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790],ENTREZGENE_ACC
84658,ADGRE3,ADGRE3,adhesion G protein-coupled receptor E3 [Source:HGNC Symbol;Acc:HGNC:23647],ENTREZGENE_ACC
100130502,None,None,None,
2304,FOXE1,FOXE1,forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806],ENTREZGENE_ACC
124989,EFCAB13,EFCAB13,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],ENTREZGENE_ACC
6317,SERPINB3,SERPINB3,serpin family B member 3 [Source:HGNC Symbol;Acc:HGNC:10569],ENTREZGENE_ACC
4295,MLN,MLN,motilin [Source:HGNC Symbol;Acc:HGNC:7141],ENTREZGENE_ACC
642696,None,None,None,
123228,SENP8,SENP8,"SUMO peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]",ENTREZGENE_ACC
25983,NGDN,NGDN,neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271],ENTREZGENE_ACC
1432,MAPK14,MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876],ENTREZGENE_ACC
100288432,None,None,None,
100329135,TRPC5OS,TRPC5OS,TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593],ENTREZGENE_ACC
23328,SASH1,SASH1,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182],ENTREZGENE_ACC
1032,CDKN2D,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790],ENTREZGENE_ACC
10885,WDR3,WDR3,WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755],ENTREZGENE_ACC
51099,ABHD5,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",ENTREZGENE_ACC
407,ARR3,ARR3,arrestin 3 [Source:HGNC Symbol;Acc:HGNC:710],ENTREZGENE_ACC
23353,SUN1,SUN1,Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587],ENTREZGENE_ACC
203413,CT83,CT83,cancer/testis antigen 83 [Source:HGNC Symbol;Acc:HGNC:33494],ENTREZGENE_ACC
55337,SHFL,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting [Source:HGNC Symbol;Acc:HGNC:25649],ENTREZGENE_ACC
6280,S100A9,S100A9,S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499],ENTREZGENE_ACC
112858,TP53RK,TP53RK,TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197],ENTREZGENE_ACC
25837,RAB26,RAB26,"RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]",ENTREZGENE_ACC
165,AEBP1,AEBP1,AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303],ENTREZGENE_ACC
116,ADCYAP1,ADCYAP1,adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241],ENTREZGENE_ACC
23512,SUZ12,SUZ12,SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101],ENTREZGENE_ACC
22931,RAB18,RAB18,"RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]",ENTREZGENE_ACC
80119,PIF1,PIF1,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220],ENTREZGENE_ACC
140890,SREK1,SREK1,splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882],ENTREZGENE_ACC
8428,STK24,STK24,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403],ENTREZGENE_ACC
4130,MAP1A,MAP1A,microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835],ENTREZGENE_ACC
162394,SLFN5,SLFN5,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286],ENTREZGENE_ACC
116541,MRPL54,MRPL54,mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685],ENTREZGENE_ACC
3889,KRT83,KRT83,keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460],ENTREZGENE_ACC
56254,RNF20,RNF20,ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062],ENTREZGENE_ACC
245711,SPDYA,SPDYA,speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613],ENTREZGENE_ACC
201625,DNAH12,DNAH12,dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943],ENTREZGENE_ACC
5286,PIK3C2A,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971],ENTREZGENE_ACC
100505683,LINC01431,LINC01431,long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744],ENTREZGENE_ACC
10330,CNPY2,CNPY2,canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:HGNC:13529],ENTREZGENE_ACC
63970,TP53AIP1,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1 [Source:HGNC Symbol;Acc:HGNC:29984],ENTREZGENE_ACC
57057,TBX20,TBX20,T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598],ENTREZGENE_ACC
9058,SLC13A2,SLC13A2,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],ENTREZGENE_ACC
1612,DAPK1,DAPK1,death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674],ENTREZGENE_ACC
54331,GNG2,GNG2,G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404],ENTREZGENE_ACC
131076,MIX23,MIX23,mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136],ENTREZGENE_ACC
80336,PABPC1L,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797],ENTREZGENE_ACC
51104,ABHD17B,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]",ENTREZGENE_ACC
3111,HLA-DOA,HLA-DOA,"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",ENTREZGENE_ACC
846,CASR,CASR,calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514],ENTREZGENE_ACC
56143,PCDHA5,PCDHA5,protocadherin alpha 5 [Source:HGNC Symbol;Acc:HGNC:8671],ENTREZGENE_ACC
100128176,None,None,None,
79135,APOO,APOO,apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727],ENTREZGENE_ACC
1600,DAB1,DAB1,DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661],ENTREZGENE_ACC
10677,AVIL,AVIL,advillin [Source:HGNC Symbol;Acc:HGNC:14188],ENTREZGENE_ACC
64710,NUCKS1,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923],ENTREZGENE_ACC
55869,HDAC8,HDAC8,histone deacetylase 8 [Source:HGNC Symbol;Acc:HGNC:13315],ENTREZGENE_ACC
90485,ZNF835,ZNF835,zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332],ENTREZGENE_ACC
100126784,None,None,None,
11317,RBPJL,RBPJL,recombination signal binding protein for immunoglobulin kappa J region like [Source:HGNC Symbol;Acc:HGNC:13761],ENTREZGENE_ACC
503693,LOH12CR2,LOH12CR2,"loss of heterozygosity on chromosome 12, region 2 [Source:HGNC Symbol;Acc:HGNC:26524]",ENTREZGENE_ACC
170712,COX7B2,COX7B2,cytochrome c oxidase subunit 7B2 [Source:HGNC Symbol;Acc:HGNC:24381],ENTREZGENE_ACC
51112,TRAPPC12,TRAPPC12,trafficking protein particle complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:24284],ENTREZGENE_ACC
10248,POP7,POP7,"POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]",ENTREZGENE_ACC
83714,NRIP2,NRIP2,nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078],ENTREZGENE_ACC
3483,IGFALS,IGFALS,insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468],ENTREZGENE_ACC
79618,HMBOX1,HMBOX1,homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137],ENTREZGENE_ACC
147339,ARK2N,ARK2N,arkadia (RNF111) N-terminal like PKA signaling regulator 2N [Source:HGNC Symbol;Acc:HGNC:28172],ENTREZGENE_ACC
29774,POM121L9P,POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:30080]",ENTREZGENE_ACC
10439,OLFM1,OLFM1,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],ENTREZGENE_ACC
90249,UNC5A,UNC5A,unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567],ENTREZGENE_ACC
60675,PROK2,PROK2,prokineticin 2 [Source:HGNC Symbol;Acc:HGNC:18455],ENTREZGENE_ACC
6642,SNX1,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172],ENTREZGENE_ACC
79657,RPAP3,RPAP3,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],ENTREZGENE_ACC
10141,LINC01587,LINC01587,long intergenic non-protein coding RNA 1587 [Source:HGNC Symbol;Acc:HGNC:13716],ENTREZGENE_ACC
3310,HSPA6,HSPA6,heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239],ENTREZGENE_ACC
23331,TTC28,TTC28,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179],ENTREZGENE_ACC
6610,SMPD2,SMPD2,sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121],ENTREZGENE_ACC
285095,FAM240C,FAM240C,family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200],ENTREZGENE_ACC
4807,NHLH1,NHLH1,nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817],ENTREZGENE_ACC
284359,IZUMO1,IZUMO1,izumo sperm-oocyte fusion 1 [Source:HGNC Symbol;Acc:HGNC:28539],ENTREZGENE_ACC
27440,HDHD5,HDHD5,haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843],ENTREZGENE_ACC
84667,HES7,HES7,hes family bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:15977],ENTREZGENE_ACC
84983,FAM222A-AS1,FAM222A-AS1,FAM222A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28223],ENTREZGENE_ACC
54957,TXNL4B,TXNL4B,thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041],ENTREZGENE_ACC
9127,P2RX6,P2RX6,purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538],ENTREZGENE_ACC
56920,SEMA3G,SEMA3G,semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400],ENTREZGENE_ACC
2797,GNRH2,GNRH2,gonadotropin releasing hormone 2 [Source:HGNC Symbol;Acc:HGNC:4420],ENTREZGENE_ACC
55749,CCAR1,CCAR1,cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236],ENTREZGENE_ACC
84080,ENKD1,ENKD1,enkurin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25246],ENTREZGENE_ACC
165100,TEX44,TEX44,testis expressed 44 [Source:HGNC Symbol;Acc:HGNC:28563],ENTREZGENE_ACC
80149,ZC3H12A,ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259],ENTREZGENE_ACC
284661,LINC01777,LINC01777,long intergenic non-protein coding RNA 1777 [Source:HGNC Symbol;Acc:HGNC:52567],ENTREZGENE_ACC
56652,TWNK,TWNK,twinkle mtDNA helicase [Source:HGNC Symbol;Acc:HGNC:1160],ENTREZGENE_ACC
84955,NUDCD1,NUDCD1,NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306],ENTREZGENE_ACC
51650,MRPS33,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634],ENTREZGENE_ACC
285613,RELL2,RELL2,RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902],ENTREZGENE_ACC
65986,ZBTB10,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953],ENTREZGENE_ACC
196477,CCER1,CCER1,coiled-coil glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28373],ENTREZGENE_ACC
755,CFAP410,CFAP410,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260],ENTREZGENE_ACC
144571,A2M-AS1,A2M-AS1,A2M antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27057],ENTREZGENE_ACC
7517,XRCC3,XRCC3,X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830],ENTREZGENE_ACC
55914,ERBIN,ERBIN,erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842],ENTREZGENE_ACC
85478,CCDC65,CCDC65,coiled-coil domain containing 65 [Source:HGNC Symbol;Acc:HGNC:29937],ENTREZGENE_ACC
6615,SNAI1,SNAI1,snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128],ENTREZGENE_ACC
80222,TARS2,TARS2,"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]",ENTREZGENE_ACC
2892,GRIA3,GRIA3,glutamate ionotropic receptor AMPA type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4573],ENTREZGENE_ACC
64122,FN3K,FN3K,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822],ENTREZGENE_ACC
3682,ITGAE,ITGAE,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147],ENTREZGENE_ACC
100127950,HECW1-IT1,HECW1-IT1,HECW1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41465],ENTREZGENE_ACC
8358,H3C2,H3C2,H3 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4776],ENTREZGENE_ACC
7032,TFF2,TFF2,trefoil factor 2 [Source:HGNC Symbol;Acc:HGNC:11756],ENTREZGENE_ACC
25989,ULK3,ULK3,unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703],ENTREZGENE_ACC
55008,HERC6,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072],ENTREZGENE_ACC
387923,SERP2,SERP2,stress associated endoplasmic reticulum protein family member 2 [Source:HGNC Symbol;Acc:HGNC:20607],ENTREZGENE_ACC
400643,LINC00668,LINC00668,long intergenic non-protein coding RNA 668 [Source:HGNC Symbol;Acc:HGNC:44328],ENTREZGENE_ACC
25769,SLC24A2,SLC24A2,solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976],ENTREZGENE_ACC
149095,DCST1,DCST1,DC-STAMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26539],ENTREZGENE_ACC
151648,SGO1,SGO1,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088],ENTREZGENE_ACC
2066,ERBB4,ERBB4,erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432],ENTREZGENE_ACC
6414,SELENOP,SELENOP,selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751],ENTREZGENE_ACC
9844,ELMO1,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286],ENTREZGENE_ACC
30836,DNTTIP2,DNTTIP2,deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013],ENTREZGENE_ACC
10321,CRISP3,CRISP3,cysteine rich secretory protein 3 [Source:HGNC Symbol;Acc:HGNC:16904],ENTREZGENE_ACC
388714,FMO6P,FMO6P,"flavin containing dimethylaniline monoxygenase 6, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:388714]",ENTREZGENE_ACC
23114,NFASC,NFASC,neurofascin [Source:HGNC Symbol;Acc:HGNC:29866],ENTREZGENE_ACC
100507616,None,None,None,
8085,KMT2D,KMT2D,lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133],ENTREZGENE_ACC
5689,PSMB1,PSMB1,proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],ENTREZGENE_ACC
610,HCN2,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846],ENTREZGENE_ACC
337880,KRTAP11-1,KRTAP11-1,keratin associated protein 11-1 [Source:HGNC Symbol;Acc:HGNC:18922],ENTREZGENE_ACC
54765,TRIM44,TRIM44,tripartite motif containing 44 [Source:HGNC Symbol;Acc:HGNC:19016],ENTREZGENE_ACC
3029,HAGH,HAGH,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805],ENTREZGENE_ACC
414157,C10orf62,C10orf62,chromosome 10 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:23294],ENTREZGENE_ACC
7773,ZNF230,ZNF230,zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024],ENTREZGENE_ACC
30844,EHD4,EHD4,EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245],ENTREZGENE_ACC
712,C1QA,C1QA,complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241],ENTREZGENE_ACC
6504,SLAMF1,SLAMF1,signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903],ENTREZGENE_ACC
149465,CFAP57,CFAP57,cilia and flagella associated protein 57 [Source:HGNC Symbol;Acc:HGNC:26485],ENTREZGENE_ACC
11249,NXPH2,NXPH2,neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076],ENTREZGENE_ACC
10983,CCNI,CCNI,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595],ENTREZGENE_ACC
6096,RORB,RORB,RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259],ENTREZGENE_ACC
286437,None,None,None,
200734,SPRED2,SPRED2,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722],ENTREZGENE_ACC
83957,None,None,None,
26084,ARHGEF26,ARHGEF26,Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490],ENTREZGENE_ACC
9156,EXO1,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],ENTREZGENE_ACC
7955,None,None,None,
100507603,None,None,None,
283254,HARBI1,HARBI1,harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522],ENTREZGENE_ACC
51163,DBR1,DBR1,debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594],ENTREZGENE_ACC
84148,KAT8,KAT8,lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933],ENTREZGENE_ACC
8404,SPARCL1,SPARCL1,SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220],ENTREZGENE_ACC
3852,KRT5,KRT5,keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442],ENTREZGENE_ACC
203859,ANO5,ANO5,anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337],ENTREZGENE_ACC
203859,LOC102723370,ANO5,anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337],ENTREZGENE_ACC
1951,CELSR3,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],ENTREZGENE_ACC
3707,ITPKB,ITPKB,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179],ENTREZGENE_ACC
5585,PKN1,PKN1,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405],ENTREZGENE_ACC
3227,HOXC11,HOXC11,homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123],ENTREZGENE_ACC
11129,CLASRP,CLASRP,CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731],ENTREZGENE_ACC
1440,CSF3,CSF3,colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438],ENTREZGENE_ACC
130497,OSR1,OSR1,odd-skipped related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8111],ENTREZGENE_ACC
10802,SEC24A,SEC24A,"SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]",ENTREZGENE_ACC
100506826,MYLK-AS1,MYLK-AS1,MYLK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42440],ENTREZGENE_ACC
3284,HSD3B2,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:HGNC:5218]",ENTREZGENE_ACC
23495,TNFRSF13B,TNFRSF13B,TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153],ENTREZGENE_ACC
100130519,TMEM221,TMEM221,transmembrane protein 221 [Source:HGNC Symbol;Acc:HGNC:21943],ENTREZGENE_ACC
4776,NFATC4,NFATC4,nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778],ENTREZGENE_ACC
169270,ZNF596,ZNF596,zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268],ENTREZGENE_ACC
81624,DIAPH3,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],ENTREZGENE_ACC
5563,PRKAA2,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377],ENTREZGENE_ACC
2287,FKBP3,FKBP3,FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719],ENTREZGENE_ACC
7867,MAPKAPK3,MAPKAPK3,MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888],ENTREZGENE_ACC
203328,SUSD3,SUSD3,sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391],ENTREZGENE_ACC
8027,STAM,STAM,signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357],ENTREZGENE_ACC
5739,PTGIR,PTGIR,prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602],ENTREZGENE_ACC
8721,EDF1,EDF1,endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164],ENTREZGENE_ACC
7482,WNT2B,WNT2B,Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781],ENTREZGENE_ACC
285224,DNAJB8-AS1,DNAJB8-AS1,DNAJB8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41029],ENTREZGENE_ACC
320,APBA1,APBA1,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578],ENTREZGENE_ACC
84691,GARIN1B,GARIN1B,golgi associated RAB2 interactor 1B [Source:HGNC Symbol;Acc:HGNC:30704],ENTREZGENE_ACC
5864,RAB3A,RAB3A,"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]",ENTREZGENE_ACC
646982,LINC00548,LINC00598,long intergenic non-protein coding RNA 598 [Source:HGNC Symbol;Acc:HGNC:42770],ENTREZGENE_ACC
646982,LINC00598,LINC00598,long intergenic non-protein coding RNA 598 [Source:HGNC Symbol;Acc:HGNC:42770],ENTREZGENE_ACC
343641,TGM6,TGM6,transglutaminase 6 [Source:HGNC Symbol;Acc:HGNC:16255],ENTREZGENE_ACC
55003,PAK1IP1,PAK1IP1,PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882],ENTREZGENE_ACC
54207,KCNK10,KCNK10,potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273],ENTREZGENE_ACC
440028,LINC02709,LINC02709,long intergenic non-protein coding RNA 2709 [Source:HGNC Symbol;Acc:HGNC:54226],ENTREZGENE_ACC
161635,None,None,None,
51255,RNF181,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037],ENTREZGENE_ACC
163115,ZNF781,ZNF781,zinc finger protein 781 [Source:NCBI gene (formerly Entrezgene);Acc:163115],ENTREZGENE_ACC
724102,SNHG4,SNHG4,small nucleolar RNA host gene 4 [Source:HGNC Symbol;Acc:HGNC:32964],ENTREZGENE_ACC
29066,ZC3H7A,ZC3H7A,zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959],ENTREZGENE_ACC
1996,ELAVL4,ELAVL4,ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315],ENTREZGENE_ACC
80335,WDR82,WDR82,WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826],ENTREZGENE_ACC
390940,PINLYP,PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206],ENTREZGENE_ACC
54892,NCAPG2,NCAPG2,non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904],ENTREZGENE_ACC
5896,RAG1,RAG1,recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831],ENTREZGENE_ACC
7745,ZKSCAN8,ZKSCAN8,zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983],ENTREZGENE_ACC
55012,PPP2R3C,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma [Source:HGNC Symbol;Acc:HGNC:17485],ENTREZGENE_ACC
